Location,Created Date,X Coordinate,Y Coordinate
6136 S SACRAMENTO AVE ,09-01-2017,1157435,1863799
6048 S SACRAMENTO AVE ,09-01-2017,1157418,1864382
5959 S SACRAMENTO AVE ,09-01-2017,1157401,1864972
5931 S SACRAMENTO AVE ,09-01-2017,1157396,1865160
5925 S SACRAMENTO AVE ,09-01-2017,1157395,1865200
5921 S WHIPPLE ST ,09-12-2017,1157062,1865217
6154 S WHIPPLE ST ,09-12-2017,1157106,1863669
6206 S WHIPPLE ST ,09-12-2017,1157116,1863327
6224 S WHIPPLE ST ,09-12-2017,1157120,1863207
6253 S WHIPPLE ST ,09-12-2017,1157125,1863013
5919 S TROY ST ,09-12-2017,1156397,1865211
5952 S TROY ST ,09-12-2017,1156403,1864990
5958 S TROY ST ,09-12-2017,1156404,1864949
6142 S TROY ST ,09-12-2017,1156439,1863730
6148 S TROY ST ,09-12-2017,1156441,1863690
6152 S TROY ST ,09-12-2017,1156441,1863663
6222 S TROY ST ,09-12-2017,1156455,1863202
6248 S TROY ST ,09-12-2017,1156460,1863028
6254 S TROY ST ,09-12-2017,1156461,1862988
6252 S TROY ST ,09-12-2017,1156461,1863001
8325 S MUSKEGON AVE ,09-11-2017,1196607,1850229
8418 S MUSKEGON AVE ,09-11-2017,1196619,1849703
8502 S MUSKEGON AVE ,09-11-2017,1196632,1849148
8503 S MUSKEGON AVE ,09-11-2017,1196632,1849141
8662 S MUSKEGON AVE ,09-11-2017,1196653,1848084
8639 S BURNHAM AVE ,09-11-2017,1196319,1848229
8624 S BURNHAM AVE ,09-11-2017,1196316,1848329
8614 S BURNHAM AVE ,09-11-2017,1196315,1848396
8505 S BURNHAM AVE ,09-11-2017,1196300,1849119
8445 S BURNHAM AVE ,09-11-2017,1196292,1849514
8441 S BURNHAM AVE ,09-11-2017,1196292,1849541
8429 S BURNHAM AVE ,09-11-2017,1196290,1849621
8429 S BURNHAM AVE ,09-11-2017,1196290,1849621
8401 S BURNHAM AVE ,09-11-2017,1196286,1849808
8401 S BURNHAM AVE ,09-11-2017,1196286,1849808
8401 S BURNHAM AVE ,09-11-2017,1196286,1849808
5951 S KARLOV AVE ,09-13-2017,1150055,1864820
6001 S KARLOV AVE ,09-13-2017,1150064,1864491
6004 S KARLOV AVE ,09-13-2017,1150064,1864471
6010 S KARLOV AVE ,09-13-2017,1150065,1864431
6014 S KARLOV AVE ,09-13-2017,1150066,1864404
6024 S KARLOV AVE ,09-13-2017,1150068,1864337
6026 S KARLOV AVE ,09-13-2017,1150068,1864324
6040 S KARLOV AVE ,09-13-2017,1150071,1864230
6044 S KARLOV AVE ,09-13-2017,1150072,1864203
6050 S KARLOV AVE ,09-13-2017,1150063,1864498
6052 S KARLOV AVE ,09-13-2017,1150073,1864150
6130 S KARLOV AVE ,09-13-2017,1150088,1863634
6131 S KARLOV AVE ,09-13-2017,1150088,1863627
5915 S KILDARE AVE ,09-13-2017,1148714,1865035
5919 S KILDARE AVE ,09-13-2017,1148715,1865008
6131 S KILDARE AVE ,09-13-2017,1148756,1863599
6201 S KILDARE AVE ,09-13-2017,1148770,1863136
6205 S KILDARE AVE ,09-13-2017,1148771,1863110
6218 S KILDARE AVE ,09-13-2017,1148773,1863022
6110 S KOLIN AVE ,09-13-2017,1148419,1863732
6111 S KOLIN AVE ,09-13-2017,1148419,1863726
6005 S KOLIN AVE ,09-13-2017,1148398,1864430
5953 S KEELER AVE ,09-13-2017,1149389,1864795
6000 S KEELER AVE ,09-13-2017,1149397,1864487
6030 S KEELER AVE ,09-13-2017,1149403,1864285
6201 S KEDVALE AVE ,09-13-2017,1149769,1863158
3722 W WRIGHTWOOD AVE ,09-18-2017,1151024,1917026
3724 W WRIGHTWOOD AVE ,09-18-2017,1151001,1917025
3740 W WRIGHTWOOD AVE ,09-18-2017,1150895,1917023
3702 W WRIGHTWOOD AVE ,09-18-2017,1151253,1917032
3710 N BERNARD ST ,09-18-2017,1152730,1924454
3727 N BERNARD ST ,09-18-2017,1152727,1924568
3728 N BERNARD ST ,09-18-2017,1152727,1924575
3738 N BERNARD ST ,09-18-2017,1152726,1924642
3838 N BERNARD ST ,09-18-2017,1152711,1925306
3835 N BERNARD ST ,09-18-2017,1152712,1925286
3842 N BERNARD ST ,09-18-2017,1152711,1925332
3844 N BERNARD ST ,09-18-2017,1152711,1925346
3847 N BERNARD ST ,09-18-2017,1152710,1925366
3854 N BERNARD ST ,09-18-2017,1152709,1925413
3904 N BERNARD ST ,09-18-2017,1152702,1925741
5959 S KOLIN AVE ,09-14-2017,1148390,1864732
6001 S KOLIN AVE ,09-14-2017,1148397,1864457
5958 S KOLIN AVE ,09-14-2017,1148390,1864739
6001 S KOSTNER AVE ,09-14-2017,1148063,1864450
6249 S KOSTNER AVE ,09-14-2017,1148113,1862800
6251 S KOSTNER AVE ,09-14-2017,1148113,1862786
6251 S KOSTNER AVE ,09-14-2017,1148113,1862786
6255 S KOSTNER AVE ,09-14-2017,1148114,1862759
6242 S KOMENSKY AVE ,09-14-2017,1150442,1862898
6204 S KOMENSKY AVE ,09-14-2017,1150435,1863153
6158 S KOMENSKY AVE ,09-14-2017,1150426,1863454
6000 S KOMENSKY AVE ,09-14-2017,1150397,1864505
5950 S KOMENSKY AVE ,09-14-2017,1150378,1865170
5921 S KOMENSKY AVE ,09-14-2017,1150382,1865029
6206 S TRIPP AVE ,09-14-2017,1149104,1863110
6201 S TRIPP AVE ,09-14-2017,1149103,1863143
6036 S TRIPP AVE ,09-14-2017,1149071,1864238
6006 S TRIPP AVE ,09-14-2017,1149065,1864439
5954 S TRIPP AVE ,09-14-2017,1149056,1864781
5950 S TRIPP AVE ,09-14-2017,1149045,1865142
6130 S KEDVALE AVE ,09-14-2017,1149755,1863627
6111 S KEDVALE AVE ,09-14-2017,1149752,1863754
5932 S KEDVALE AVE ,09-14-2017,1149717,1864942
4107 W 60TH ST ,09-14-2017,1149986,1864497
10104 S FAIRFIELD AVE ,09-13-2017,1159809,1837523
10108 S FAIRFIELD AVE ,09-13-2017,1159810,1837497
9901 S ARTESIAN AVE ,09-13-2017,1161776,1838913
9903 S ARTESIAN AVE ,09-13-2017,1161776,1838900
9905 S ARTESIAN AVE ,09-13-2017,1161777,1838887
9911 S ARTESIAN AVE ,09-13-2017,1161778,1838848
9956 S ARTESIAN AVE ,09-13-2017,1161787,1838554
10035 S ARTESIAN AVE ,09-13-2017,1161803,1838032
11800 S CAMPBELL AVE ,09-13-2017,1161848,1826316
11601 S CAMPBELL AVE ,09-13-2017,1161807,1827629
11523 S MAPLEWOOD AVE ,09-13-2017,1161459,1828026
2553 W 115TH ST ,09-13-2017,1161220,1828282
2443 S WESTERN AVE ,09-13-2017,1160757,1887627
11729 S ARTESIAN AVE ,09-13-2017,1162168,1826792
11701 S ARTESIAN AVE ,09-13-2017,1162162,1826978
11614 S ARTESIAN AVE ,09-13-2017,1162144,1827551
2501 W 115TH ST ,09-13-2017,1161775,1828296
6522 S FRANCISCO AVE ,09-14-2017,1158169,1861255
6534 N FRANCISCO AVE ,09-14-2017,1155814,1943211
2799 W FRANCIS PL ,09-14-2017,1157376,1913403
6538 N FRANCISCO AVE ,09-14-2017,1155813,1943238
6540 N FRANCISCO AVE ,09-14-2017,1155813,1943251
6643 N FRANCISCO AVE ,09-14-2017,1155797,1943934
6655 N FRANCISCO AVE ,09-14-2017,1155795,1944014
6659 N FRANCISCO AVE ,09-14-2017,1155795,1944041
6715 N FRANCISCO AVE ,09-14-2017,1155789,1944409
6243 N MOZART ST ,09-14-2017,1156207,1941309
6237 N MOZART ST ,09-14-2017,1156208,1941269
6230 N MOZART ST ,09-14-2017,1156210,1941223
6212 N MOZART ST ,09-14-2017,1156214,1941105
6210 N MOZART ST ,09-14-2017,1156214,1941092
6111 N MOZART ST ,09-14-2017,1156235,1940447
6128 N FRANCISCO AVE ,09-14-2017,1155901,1940553
8341 S BURNHAM AVE ,09-14-2017,1196277,1850203
8317 S BURNHAM AVE ,09-14-2017,1196274,1850364
8301 S BURNHAM AVE ,09-14-2017,1196271,1850471
8301 S BURNHAM AVE ,09-14-2017,1196271,1850471
8473 S COMMERCIAL AVE ,09-14-2017,1197618,1849393
8469 S COMMERCIAL AVE ,09-14-2017,1197618,1849425
8465 S COMMERCIAL AVE ,09-14-2017,1197617,1849457
8565 S COMMERCIAL AVE ,09-14-2017,1197633,1848753
8625 S ESCANABA AVE ,09-14-2017,1196979,1848340
8622 S ESCANABA AVE ,09-14-2017,1196978,1848360
8559 S ESCANABA AVE ,09-14-2017,1196970,1848775
11522 S ARTESIAN AVE ,09-14-2017,1162125,1828157
11516 S ARTESIAN AVE ,09-14-2017,1162123,1828197
11821 S ARTESIAN AVE ,09-14-2017,1162186,1826187
2501 W 115TH ST ,09-14-2017,1161775,1828296
2222 W 106TH ST ,09-14-2017,1163341,1834303
10616 S BELL AVE ,09-14-2017,1163266,1834191
10544 S BELL AVE ,09-14-2017,1163251,1834670
10528 S BELL AVE ,09-14-2017,1163248,1834777
10427 S BELL AVE ,09-14-2017,1163224,1835449
10346 S BELL AVE ,09-14-2017,1163206,1835986
10341 S BELL AVE ,09-14-2017,1163205,1836020
10325 S BELL AVE ,09-14-2017,1163201,1836127
10431 S HAMILTON AVE ,09-14-2017,1163886,1835441
3919 N WESTERN AVE ,09-15-2017,1159673,1926035
3922 N WESTERN AVE ,09-15-2017,1159672,1926068
3928 N WESTERN AVE ,09-15-2017,1159670,1926132
3931 N WESTERN AVE ,09-15-2017,1159669,1926154
3933 N WESTERN AVE ,09-15-2017,1159669,1926164
3934 N WESTERN AVE ,09-15-2017,1159669,1926169
3317 W BRYN MAWR AVE ,09-15-2017,1153177,1937018
2615 W IRVING PARK RD ,09-15-2017,1158192,1926474
3701 N CENTRAL PARK AVE ,09-15-2017,1151732,1924368
3741 N CENTRAL PARK AVE ,09-15-2017,1151725,1924636
3735 N CENTRAL PARK AVE ,09-15-2017,1151726,1924596
3613 N CHRISTIANA AVE ,09-15-2017,1153411,1923885
3629 N CHRISTIANA AVE ,09-15-2017,1153406,1924065
5633 N CHRISTIANA AVE ,09-15-2017,1153032,1937236
3703 N CHRISTIANA AVE ,09-15-2017,1153396,1924447
3713 N CHRISTIANA AVE ,09-15-2017,1153394,1924512
3719 N CHRISTIANA AVE ,09-15-2017,1153393,1924550
3721 N CHRISTIANA AVE ,09-15-2017,1153393,1924563
4111 W 60TH ST ,09-15-2017,1149941,1864496
4113 W 60TH ST ,09-15-2017,1149919,1864496
4117 W 60TH ST ,09-15-2017,1149875,1864496
4147 W 60TH ST ,09-15-2017,1149652,1864492
4151 W 60TH ST ,09-15-2017,1149632,1864492
4179 W 60TH ST ,09-15-2017,1149495,1864489
4034 W 63RD ST ,09-15-2017,1150442,1862516
4034 W 60TH ST ,09-15-2017,1150387,1864504
4034 W 63RD ST ,09-15-2017,1150442,1862516
4058 W 63RD ST ,09-15-2017,1150323,1862514
4058 W 63RD ST ,09-15-2017,1150323,1862514
4134 W 63RD ST ,09-15-2017,1149777,1862501
4154 W 63RD ST ,09-15-2017,1149677,1862499
3212 W 63RD ST ,09-15-2017,1156057,1862676
4218 W 53RD ST ,09-15-2017,1149070,1869133
4220 W 63RD ST ,09-15-2017,1149239,1862489
4240 W 63RD ST ,09-15-2017,1149082,1862485
4246 W 63RD ST ,09-15-2017,1149052,1862485
4258 W 63RD ST ,09-15-2017,1148993,1862483
4250 W 63RD ST ,09-15-2017,1149033,1862484
4359 W 59TH ST ,09-15-2017,1148247,1865125
4355 W 59TH ST ,09-15-2017,1148268,1865126
4351 W 59TH ST ,09-15-2017,1148288,1865126
4349 W 59TH ST ,09-15-2017,1148298,1865126
4347 W 59TH ST ,09-15-2017,1148308,1865127
4343 W 59TH ST ,09-15-2017,1148329,1865127
4325 W 59TH ST ,09-15-2017,1148452,1865130
4317 W 59TH ST ,09-15-2017,1148535,1865132
4311 W 59TH ST ,09-15-2017,1148597,1865133
4000 W 59TH ST ,09-15-2017,1150712,1865177
4147 W 59TH ST ,09-15-2017,1149629,1865154
4253 W 59TH ST ,09-15-2017,1148940,1865140
4203 W 59TH ST ,09-15-2017,1149346,1865148
4125 W 59TH ST ,09-15-2017,1149791,1865158
4123 W 59TH ST ,09-15-2017,1149812,1865158
4119 W 59TH ST ,09-15-2017,1149852,1865159
4115 W 59TH ST ,09-15-2017,1149893,1865160
4113 W 59TH ST ,09-15-2017,1149913,1865160
4109 W 59TH ST ,09-15-2017,1149954,1865161
2156 W 107TH ST ,09-15-2017,1163816,1833641
10527 S WESTERN AVE ,09-15-2017,1162254,1834760
10459 S WESTERN AVE ,09-15-2017,1162240,1835209
10435 S WESTERN AVE ,09-15-2017,1162234,1835370
10401 S WESTERN AVE ,09-15-2017,1162227,1835598
10349 S WESTERN AVE ,09-15-2017,1162216,1835940
10343 S WESTERN AVE ,09-15-2017,1162215,1835980
10333 S WESTERN AVE ,09-15-2017,1162213,1836047
10400 S CLAREMONT AVE ,09-15-2017,1162557,1835609
10306 S HAMILTON AVE ,09-15-2017,1163859,1836277
10327 S HAMILTON AVE ,09-15-2017,1163864,1836135
10330 S HAMILTON AVE ,09-15-2017,1163865,1836115
10400 S HAMILTON AVE ,09-15-2017,1163880,1835649
8535 S ESCANABA AVE ,09-15-2017,1196966,1848936
8527 S ESCANABA AVE ,09-15-2017,1196965,1848990
8525 S ESCANABA AVE ,09-15-2017,1196965,1849003
8458 S ESCANABA AVE ,09-15-2017,1196955,1849445
8455 S ESCANABA AVE ,09-15-2017,1196955,1849465
8451 S ESCANABA AVE ,09-15-2017,1196954,1849492
8446 S ESCANABA AVE ,09-15-2017,1196953,1849525
8445 S ESCANABA AVE ,09-15-2017,1196953,1849532
8423 S ESCANABA AVE ,09-15-2017,1196950,1849679
8415 S ESCANABA AVE ,09-15-2017,1196948,1849732
8412 S ESCANABA AVE ,09-15-2017,1196948,1849753
8400 S ESCANABA AVE ,09-15-2017,1196946,1849833
8401 S EXCHANGE AVE ,09-15-2017,1197294,1849852
3725 N CHRISTIANA AVE ,09-18-2017,1153392,1924589
3733 N CHRISTIANA AVE ,09-18-2017,1153391,1924641
3912 N CHRISTIANA AVE ,09-18-2017,1153362,1925812
3919 N CHRISTIANA AVE ,09-18-2017,1153361,1925859
3920 N CHRISTIANA AVE ,09-18-2017,1153361,1925866
3927 N CHRISTIANA AVE ,09-18-2017,1153359,1925913
3938 N CHRISTIANA AVE ,09-18-2017,1153357,1925986
3939 N CHRISTIANA AVE ,09-18-2017,1153357,1925993
3940 N CHRISTIANA AVE ,09-18-2017,1153357,1926000
3610 N DRAKE AVE ,09-18-2017,1152082,1923773
3647 N DRAKE AVE ,09-18-2017,1152075,1924021
3713 N DRAKE AVE ,09-18-2017,1152063,1924457
3713 N DRAKE AVE ,09-18-2017,1152063,1924457
3733 N DRAKE AVE ,09-18-2017,1152059,1924591
3737 N DRAKE AVE ,09-18-2017,1152059,1924618
3740 N DRAKE AVE ,09-18-2017,1152058,1924638
3742 N DRAKE AVE ,09-18-2017,1152058,1924651
3743 N DRAKE AVE ,09-18-2017,1152058,1924658
3746 N DRAKE AVE ,09-18-2017,1152057,1924678
3756 N DRAKE AVE ,09-18-2017,1152055,1924745
3756 N DRAKE AVE ,09-18-2017,1152055,1924745
3923 N DRAKE AVE ,09-18-2017,1152024,1925891
3931 N DRAKE AVE ,09-18-2017,1152023,1925940
3938 N DRAKE AVE ,09-18-2017,1152021,1925984
3353 W GRACE ST ,09-18-2017,1153270,1925065
3352 W GRACE ST ,09-18-2017,1153275,1925066
3355 W GRACE ST ,09-18-2017,1153261,1925065
4059 W 59TH ST ,09-18-2017,1150238,1865167
4055 W 59TH ST ,09-18-2017,1150257,1865168
4053 W 59TH ST ,09-18-2017,1150267,1865168
4049 W 59TH ST ,09-18-2017,1150286,1865168
4045 W 59TH ST ,09-18-2017,1150305,1865169
4041 W 59TH ST ,09-18-2017,1150325,1865169
4039 W 59TH ST ,09-18-2017,1150334,1865169
4025 W 59TH ST ,09-18-2017,1150442,1865171
4017 W 59TH ST ,09-18-2017,1150529,1865173
6203 S ARTESIAN AVE ,09-18-2017,1161103,1863458
6201 S ARTESIAN AVE ,09-18-2017,1161103,1863472
6201 S ARTESIAN AVE ,09-18-2017,1161103,1863472
6201 S ARTESIAN AVE ,09-18-2017,1161103,1863472
6201 S ARTESIAN AVE ,09-18-2017,1161103,1863472
6148 S ARTESIAN AVE ,09-18-2017,1161093,1863821
5949 S ARTESIAN AVE ,09-18-2017,1161057,1865145
5911 S ARTESIAN AVE ,09-18-2017,1161050,1865400
6058 S CAMPBELL AVE ,09-18-2017,1160743,1864410
6123 S CAMPBELL AVE ,09-18-2017,1160754,1863980
6221 S CAMPBELL AVE ,09-18-2017,1160772,1863329
6031 S CAMPBELL AVE ,09-18-2017,1160738,1864591
5955 S CALIFORNIA AVE ,09-18-2017,1158730,1865037
6210 S FAIRFIELD AVE ,09-18-2017,1159110,1863356
6147 S FAIRFIELD AVE ,09-18-2017,1159098,1863772
6058 S FAIRFIELD AVE ,09-18-2017,1159082,1864362
6048 S FAIRFIELD AVE ,09-18-2017,1159080,1864429
6037 S FAIRFIELD AVE ,09-18-2017,1159078,1864503
6033 S FAIRFIELD AVE ,09-18-2017,1159077,1864530
6006 S FAIRFIELD AVE ,09-18-2017,1159072,1864711
5943 S FAIRFIELD AVE ,09-18-2017,1159061,1865127
2910 W PETERSON AVE ,09-18-2017,1155821,1939734
2910 W PETERSON AVE ,09-18-2017,1155821,1939734
2946 W PETERSON AVE ,09-18-2017,1155529,1939730
2948 W PETERSON AVE ,09-18-2017,1155519,1939729
2956 W PETERSON AVE ,09-18-2017,1155480,1939729
6029 N SACRAMENTO AVE ,09-18-2017,1155262,1939910
6048 N SACRAMENTO AVE ,09-18-2017,1155258,1940032
6104 N SACRAMENTO AVE ,09-18-2017,1155245,1940400
6117 N SACRAMENTO AVE ,09-18-2017,1155241,1940539
6137 N SACRAMENTO AVE ,09-18-2017,1155235,1940706
3000 W HOOD AVE ,09-18-2017,1155236,1940678
6352 N SACRAMENTO AVE ,09-18-2017,1155191,1941990
6356 N SACRAMENTO AVE ,09-18-2017,1155190,1942017
6355 N WHIPPLE ST ,09-18-2017,1154860,1942000
6308 N WHIPPLE ST ,09-18-2017,1154873,1941693
6308 N RICHMOND ST ,09-18-2017,1155534,1941712
6354 N RICHMOND ST ,09-18-2017,1155522,1942013
6347 N RICHMOND ST ,09-18-2017,1155523,1941967
6144 N RICHMOND ST ,09-18-2017,1155568,1940651
2002 W ARGYLE ST ,09-18-2017,1162081,1933210
2006 W ARGYLE ST ,09-18-2017,1162039,1933209
2010 W ARGYLE ST ,09-18-2017,1161996,1933207
2050 W ARGYLE ST ,09-18-2017,1161676,1933197
2052 W ARGYLE ST ,09-18-2017,1161666,1933197
2056 W ARGYLE ST ,09-18-2017,1161647,1933197
2106 W ARGYLE ST ,09-18-2017,1161370,1933189
2106 W ARGYLE ST ,09-18-2017,1161370,1933189
2108 W ARGYLE ST ,09-18-2017,1161443,1933191
2110 W ARGYLE ST ,09-18-2017,1161321,1933188
2111 W ARGYLE ST ,09-18-2017,1161309,1933187
2116 W ARGYLE ST ,09-18-2017,1161260,1933186
2112 W ARGYLE ST ,09-18-2017,1161297,1933187
4844 N LINCOLN AVE ,09-18-2017,1159381,1932302
2120 W ARGYLE ST ,09-18-2017,1161218,1933185
2123 W ARGYLE ST ,09-18-2017,1161186,1933184
2124 W ARGYLE ST ,09-18-2017,1161260,1933186
2128 W ARGYLE ST ,09-18-2017,1161133,1933183
2130 W ARGYLE ST ,09-18-2017,1161101,1933182
2250 W ARGYLE ST ,09-18-2017,1160352,1933162
2257 W ARGYLE ST ,09-18-2017,1160318,1933161
2257 W ARGYLE ST ,09-18-2017,1160318,1933161
8404 S EXCHANGE AVE ,09-18-2017,1197294,1849832
8448 S EXCHANGE AVE ,09-18-2017,1197292,1849529
8453 S EXCHANGE AVE ,09-18-2017,1197292,1849495
8516 S EXCHANGE AVE ,09-18-2017,1197292,1849072
8520 S EXCHANGE AVE ,09-18-2017,1197293,1849045
8541 S EXCHANGE AVE ,09-18-2017,1197296,1848905
8523 S EXCHANGE AVE ,09-18-2017,1197293,1849025
8541 S EXCHANGE AVE ,09-18-2017,1197296,1848905
8554 S EXCHANGE AVE ,09-18-2017,1197298,1848818
8601 S EXCHANGE AVE ,09-18-2017,1197305,1848510
8601 S EXCHANGE AVE ,09-18-2017,1197305,1848510
8601 S EXCHANGE AVE ,09-18-2017,1197305,1848510
8629 S EXCHANGE AVE ,09-18-2017,1197309,1848322
8637 S EXCHANGE AVE ,09-18-2017,1197310,1848268
8642 S EXCHANGE AVE ,09-18-2017,1197311,1848235
8650 S HOUSTON AVE ,09-18-2017,1197975,1848503
10656 S SEELEY AVE ,09-18-2017,1164627,1833958
10544 S SEELEY AVE ,09-18-2017,1164606,1834596
10527 S SEELEY AVE ,09-18-2017,1164603,1834700
10517 S SEELEY AVE ,09-18-2017,1164600,1834795
10510 S SEELEY AVE ,09-18-2017,1164598,1834861
10502 S SEELEY AVE ,09-18-2017,1164595,1834937
10456 S SEELEY AVE ,09-18-2017,1164584,1835290
10441 S SEELEY AVE ,09-18-2017,1164581,1835392
10429 S SEELEY AVE ,09-18-2017,1164578,1835474
10405 S SEELEY AVE ,09-18-2017,1164573,1835637
10350 S SEELEY AVE ,09-18-2017,1164551,1836339
10303 S SEELEY AVE ,09-18-2017,1164552,1836319
10300 S HOYNE AVE ,09-19-2017,1164185,1836327
10301 S HOYNE AVE ,09-19-2017,1164185,1836321
2045 W 103RD ST ,09-19-2017,1164463,1836336
10326 S HOYNE AVE ,09-19-2017,1164191,1836152
10348 S HOYNE AVE ,09-19-2017,1164195,1836004
10358 S HOYNE AVE ,09-19-2017,1164198,1835936
10400 S HOYNE AVE ,09-19-2017,1164206,1835660
10438 S HOYNE AVE ,09-19-2017,1164214,1835404
10544 S HOYNE AVE ,09-19-2017,1164235,1834698
10554 S HOYNE AVE ,09-19-2017,1164237,1834630
3921 N ST LOUIS AVE ,09-19-2017,1152359,1925846
3904 N ST LOUIS AVE ,09-19-2017,1152362,1925732
3903 N ST LOUIS AVE ,09-19-2017,1152362,1925726
3860 N ST LOUIS AVE ,09-19-2017,1152368,1925511
3858 N ST LOUIS AVE ,09-19-2017,1152369,1925501
3849 N ST LOUIS AVE ,09-19-2017,1152370,1925456
3841 N ST LOUIS AVE ,09-19-2017,1152371,1925416
3837 N ST LOUIS AVE ,09-19-2017,1152372,1925396
3831 N ST LOUIS AVE ,09-19-2017,1152372,1925366
3153 W IRVING PARK RD ,09-19-2017,1154564,1926422
3838 N ELSTON AVE ,09-19-2017,1152362,1925366
3811 S ST LOUIS AVE ,09-19-2017,1153657,1879059
3808 N ST LOUIS AVE ,09-19-2017,1152379,1925131
3806 N ST LOUIS AVE ,09-19-2017,1152379,1925109
3801 N ST LOUIS AVE ,09-19-2017,1152381,1925053
3757 N ST LOUIS AVE ,09-19-2017,1152388,1924760
3758 N ST LOUIS AVE ,09-19-2017,1152388,1924767
3754 N DRAKE AVE ,09-19-2017,1152056,1924732
3744 N DRAKE AVE ,09-19-2017,1152057,1924665
3734 N DRAKE AVE ,09-19-2017,1152059,1924598
2921 W GLENLAKE AVE ,09-19-2017,1155684,1940365
2922 W GLENLAKE AVE ,09-19-2017,1155673,1940365
2922 W GLENLAKE AVE ,09-19-2017,1155673,1940365
2921 W GLENLAKE AVE ,09-19-2017,1155684,1940365
2939 W GLENLAKE AVE ,09-19-2017,1155543,1940363
2939 W GLENLAKE AVE ,09-19-2017,1155543,1940363
3010 W HOOD AVE ,09-19-2017,1155130,1940676
3030 W HOOD AVE ,09-19-2017,1154917,1940672
3032 W HOOD AVE ,09-19-2017,1154897,1940671
3040 W HOOD AVE ,09-19-2017,1154859,1940670
3151 W HOOD AVE ,09-19-2017,1154146,1940657
6107 N KEDZIE AVE ,09-19-2017,1153923,1940450
3034 W GRANVILLE AVE ,09-19-2017,1154881,1940986
3014 W GRANVILLE AVE ,09-19-2017,1155072,1940992
3009 W GRANVILLE AVE ,09-19-2017,1155127,1940993
2950 W GRANVILLE AVE ,09-19-2017,1155468,1941007
6121 N ALBANY AVE ,09-19-2017,1154575,1940732
6063 N ALBANY AVE ,09-19-2017,1154588,1940319
6032 N ALBANY AVE ,09-19-2017,1154598,1940022
6083 N ALBANY AVE ,09-19-2017,1154582,1940511
2030 W ARGYLE ST ,09-19-2017,1161770,1933200
2134 W ARGYLE ST ,09-19-2017,1161083,1933182
2135 W ARGYLE ST ,09-19-2017,1161078,1933182
2137 W ARGYLE ST ,09-19-2017,1161069,1933181
2138 W ARGYLE ST ,09-19-2017,1161064,1933181
2142 W ARGYLE ST ,09-19-2017,1161045,1933181
2152 W ARGYLE ST ,09-19-2017,1160998,1933180
2156 W ARGYLE ST ,09-19-2017,1160980,1933179
2159 W ARGYLE ST ,09-19-2017,1160966,1933179
2336 W ARGYLE ST ,09-19-2017,1159766,1933146
4822 N BELL AVE ,09-19-2017,1160488,1931986
4946 N BELL AVE ,09-19-2017,1160460,1932810
4845 N BELL AVE ,09-19-2017,1160482,1932140
4848 N BELL AVE ,09-19-2017,1160482,1932160
4914 N BELL AVE ,09-19-2017,1160467,1932596
4927 N BELL AVE ,09-19-2017,1160464,1932683
2245 W CARMEN AVE ,09-19-2017,1160457,1933784
6147 S MAPLEWOOD AVE ,09-19-2017,1160426,1863809
6146 S MAPLEWOOD AVE ,09-19-2017,1160426,1863816
6145 S MAPLEWOOD AVE ,09-19-2017,1160426,1863822
6107 S MAPLEWOOD AVE ,09-19-2017,1160419,1864077
6049 S MAPLEWOOD AVE ,09-19-2017,1160409,1864461
6043 S MAPLEWOOD AVE ,09-19-2017,1160408,1864501
6020 S MAPLEWOOD AVE ,09-19-2017,1160404,1864656
6010 S MAPLEWOOD AVE ,09-19-2017,1160402,1864723
5931 S MAPLEWOOD AVE ,09-19-2017,1160388,1865246
5926 S MAPLEWOOD AVE ,09-19-2017,1160387,1865280
2300 S ASHLAND AVE ,09-19-2017,1166061,1888756
6200 S ROCKWELL ST ,09-19-2017,1160104,1863450
6123 S TALMAN AVE ,09-19-2017,1159758,1863951
6119 S TALMAN AVE ,09-19-2017,1159757,1863978
6117 S TALMAN AVE ,09-19-2017,1159757,1863992
6112 S TALMAN AVE ,09-19-2017,1159756,1864025
6212 S TALMAN AVE ,09-19-2017,1159775,1863361
6128 S TALMAN AVE ,09-19-2017,1159759,1863918
6053 S TALMAN AVE ,09-19-2017,1159745,1864415
6025 S TALMAN AVE ,09-19-2017,1159740,1864603
5924 S TALMAN AVE ,09-19-2017,1159722,1865275
5919 S TALMAN AVE ,09-19-2017,1159721,1865308
5918 S TALMAN AVE ,09-19-2017,1159721,1865315
5914 S TALMAN AVE ,09-19-2017,1159720,1865342
8817 S BENNETT AVE ,09-20-2017,1190383,1846888
8931 S BENNETT AVE ,09-20-2017,1190404,1846130
8934 S BENNETT AVE ,09-20-2017,1190405,1846109
8936 S BENNETT AVE ,09-20-2017,1190405,1846096
9001 S BENNETT AVE ,09-20-2017,1190417,1845666
9021 S BENNETT AVE ,09-20-2017,1190421,1845532
9024 S BENNETT AVE ,09-20-2017,1190421,1845512
9058 S BENNETT AVE ,09-20-2017,1190428,1845284
9058 S BENNETT AVE ,09-20-2017,1190428,1845284
9058 S BENNETT AVE ,09-20-2017,1190428,1845284
9056 S CONSTANCE AVE ,09-20-2017,1190095,1845288
9017 S CONSTANCE AVE ,09-20-2017,1190088,1845550
8900 S CONSTANCE AVE ,09-20-2017,1190067,1846328
8847 S CONSTANCE AVE ,09-20-2017,1190057,1846677
3731 N ST LOUIS AVE ,09-20-2017,1152393,1924586
