Location,Created Date,X Coordinate,Y Coordinate
9258 S MAY ST ,07-17-2013,1170282,1843395
9400 S MAY ST ,07-17-2013,1170307,1842455
9400 S MAY ST ,07-17-2013,1170307,1842455
9414 S MAY ST ,07-17-2013,1170310,1842360
9416 S MAY ST ,07-17-2013,1170310,1842347
9418 S MAY ST ,07-17-2013,1170310,1842334
9421 S MAY ST ,07-17-2013,1170311,1842313
9422 S MAY ST ,07-17-2013,1170311,1842307
9423 S MAY ST ,07-17-2013,1170311,1842300
9424 S MAY ST ,07-17-2013,1170311,1842293
9427 S MAY ST ,07-17-2013,1170312,1842273
9427 S MAY ST ,07-17-2013,1170312,1842273
9428 S MAY ST ,07-17-2013,1170312,1842266
9435 S MAY ST ,07-17-2013,1170314,1842219
9435 S MAY ST ,07-17-2013,1170314,1842219
427 W 99TH PL ,07-17-2013,1175109,1838934
3221 N SEMINARY AVE ,07-17-2013,1168381,1921548
3249 N SEMINARY AVE ,07-17-2013,1168376,1921737
3250 N SEMINARY AVE ,07-17-2013,1168386,1921407
3329 N SEMINARY AVE ,07-17-2013,1168360,1922269
3334 N SEMINARY AVE ,07-17-2013,1168359,1922303
3231 N SEMINARY AVE ,07-17-2013,1168379,1921616
3256 N SEMINARY AVE ,07-17-2013,1168374,1921784
3259 N SEMINARY AVE ,07-17-2013,1168373,1921805
6134 N KENMORE AVE ,07-18-2013,1168132,1940806
6141 N KENMORE AVE ,07-18-2013,1168130,1940864
6142 N KENMORE AVE ,07-18-2013,1168130,1940873
6161 N KENMORE AVE ,07-18-2013,1168125,1941030
6163 N KENMORE AVE ,07-18-2013,1168124,1941047
6211 N KENMORE AVE ,07-18-2013,1168111,1941480
6230 N KENMORE AVE ,07-18-2013,1168105,1941677
6231 N KENMORE AVE ,07-18-2013,1168105,1941682
6110 N KENMORE AVE ,07-18-2013,1168138,1940607
6150 N KENMORE AVE ,07-18-2013,1168140,1940524
3338 N SEMINARY AVE ,07-18-2013,1168358,1922330
3401 N SEMINARY AVE ,07-18-2013,1168345,1922750
3423 N SEMINARY AVE ,07-18-2013,1168338,1922986
3444 N SEMINARY AVE ,07-18-2013,1168334,1923130
3343 N SHEFFIELD AVE ,07-18-2013,1169017,1922382
3335 N SHEFFIELD AVE ,07-18-2013,1169019,1922328
3425 N SEMINARY AVE ,07-18-2013,1168337,1923007
3516 N SHEFFIELD AVE ,07-18-2013,1168982,1923533
3515 N SHEFFIELD AVE ,07-18-2013,1168983,1923526
3513 N SHEFFIELD AVE ,07-18-2013,1168983,1923512
3501 N SHEFFIELD AVE ,07-18-2013,1168986,1923431
3433 N SHEFFIELD AVE ,07-18-2013,1168996,1923076
3351 N SHEFFIELD AVE ,07-18-2013,1169015,1922436
3321 N SHEFFIELD AVE ,07-18-2013,1169022,1922234
3317 N SHEFFIELD AVE ,07-18-2013,1169022,1922207
3315 N SHEFFIELD AVE ,07-18-2013,1169023,1922193
3311 N SHEFFIELD AVE ,07-18-2013,1169024,1922166
2057 W HUTCHINSON ST ,07-18-2013,1161776,1928213
2027 W HUTCHINSON ST ,07-18-2013,1162026,1928219
2113 W WARNER AVE ,07-18-2013,1161667,1927546
2124 W WARNER AVE ,07-18-2013,1161575,1927543
4324 N HOYNE AVE ,07-18-2013,1161573,1928797
4319 N HOYNE AVE ,07-18-2013,1161575,1928744
4309 N HOYNE AVE ,07-18-2013,1161578,1928637
4011 N HOYNE AVE ,07-18-2013,1161637,1926668
2107 W WARNER AVE ,07-18-2013,1161717,1927547
4815 N NATCHEZ AVE ,07-18-2013,1132219,1931717
4824 N NATCHEZ AVE ,07-18-2013,1132220,1931769
4828 N NATCHEZ AVE ,07-18-2013,1132220,1931793
4837 N NATCHEZ AVE ,07-18-2013,1132220,1931845
4841 N NATCHEZ AVE ,07-18-2013,1132221,1931868
4855 N NATCHEZ AVE ,07-18-2013,1132221,1931949
4912 N NATCHEZ AVE ,07-18-2013,1132224,1932285
4933 N NATCHEZ AVE ,07-18-2013,1132225,1932425
4927 N NATCHEZ AVE ,07-18-2013,1132225,1932385
4929 N NATCHEZ AVE ,07-18-2013,1132225,1932398
4932 N NATCHEZ AVE ,07-18-2013,1132225,1932418
4957 N NATCHEZ AVE ,07-18-2013,1132227,1932585
4900 N NATCHEZ AVE ,07-18-2013,1132223,1932205
4618 N LEAMINGTON AVE ,07-18-2013,1141211,1930214
4701 N LEAMINGTON AVE ,07-18-2013,1141194,1930759
4710 N LEAMINGTON AVE ,07-18-2013,1141191,1930849
4725 N LEAMINGTON AVE ,07-18-2013,1141187,1930999
4465 N MILWAUKEE AVE ,07-18-2013,1141370,1929260
4550 N MILWAUKEE AVE ,07-18-2013,1141010,1929809
4558 N MILWAUKEE AVE ,07-18-2013,1140989,1929840
4838 W MONTROSE AVE ,07-18-2013,1143205,1928813
4846 W MONTROSE AVE ,07-18-2013,1143167,1928812
4924 W MONTROSE AVE ,07-18-2013,1142652,1928801
4932 W MONTROSE AVE ,07-18-2013,1142576,1928799
4932 W MONTROSE AVE ,07-18-2013,1142576,1928799
4940 W MONTROSE AVE ,07-18-2013,1142537,1928798
4940 W MONTROSE AVE ,07-18-2013,1142537,1928798
2415 N NEW ENGLAND AVE ,07-18-2013,1130020,1915298
2409 N NEWLAND AVE ,07-18-2013,1129686,1915252
2411 N NEWLAND AVE ,07-18-2013,1129686,1915265
2435 N NEWLAND AVE ,07-18-2013,1129681,1915426
2448 N NEWLAND AVE ,07-18-2013,1129678,1915513
2457 N NEWLAND AVE ,07-18-2013,1129676,1915573
2402 N NEW ENGLAND AVE ,07-18-2013,1130022,1915211
2659 W HOMER ST ,07-18-2013,1158329,1912852
1637 N MAPLEWOOD AVE ,07-18-2013,1159112,1910799
1639 N MAPLEWOOD AVE ,07-18-2013,1159111,1910812
1641 N MAPLEWOOD AVE ,07-18-2013,1159111,1910826
1648 N MAPLEWOOD AVE ,07-18-2013,1159110,1910873
1649 N MAPLEWOOD AVE ,07-18-2013,1159110,1910879
2659 W HOMER ST ,07-18-2013,1158329,1912852
5659 W HOMER ST ,07-18-2013,1138351,1912118
1740 N MAPLEWOOD AVE ,07-18-2013,1159096,1911475
2754 N TROY ST ,07-18-2013,1154903,1918145
2726 N TROY ST ,07-18-2013,1154909,1917957
2626 N TROY ST ,07-18-2013,1154924,1917399
2615 N TROY ST ,07-18-2013,1154926,1917342
3033 W DIVERSEY AVE ,07-18-2013,1155546,1918458
2758 N WHIPPLE ST ,07-18-2013,1155568,1918183
2732 N WHIPPLE ST ,07-18-2013,1155573,1918008
2727 N WHIPPLE ST ,07-18-2013,1155574,1917974
2734 N WHIPPLE ST ,07-18-2013,1155573,1918022
2720 N WHIPPLE ST ,07-18-2013,1155576,1917927
2719 N WHIPPLE ST ,07-18-2013,1155576,1917921
2637 N WHIPPLE ST ,07-18-2013,1155590,1917435
2612 N WHIPPLE ST ,07-18-2013,1155594,1917291
2611 N WHIPPLE ST ,07-18-2013,1155595,1917285
3151 W SCHUBERT AVE ,07-18-2013,1154812,1917785
5231 W WRIGHTWOOD AVE ,07-18-2013,1141068,1916796
5234 W WRIGHTWOOD AVE ,07-18-2013,1141048,1916795
5232 W WRIGHTWOOD AVE ,07-18-2013,1141061,1916795
5230 W WRIGHTWOOD AVE ,07-18-2013,1141075,1916796
5228 W WRIGHTWOOD AVE ,07-18-2013,1141088,1916796
5224 W WRIGHTWOOD AVE ,07-18-2013,1141115,1916797
5222 W WRIGHTWOOD AVE ,07-18-2013,1141129,1916797
5218 W WRIGHTWOOD AVE ,07-18-2013,1141156,1916798
5216 W WRIGHTWOOD AVE ,07-18-2013,1141169,1916798
5225 W WRIGHTWOOD AVE ,07-18-2013,1141108,1916797
5215 W WRIGHTWOOD AVE ,07-18-2013,1141176,1916798
5205 W DRUMMOND PL ,07-18-2013,1141233,1917130
4633 W ADDISON ST ,07-18-2013,1144630,1923525
4701 W ADDISON ST ,07-18-2013,1144417,1923520
4717 W ADDISON ST ,07-18-2013,1144237,1923516
4536 W CORNELIA AVE ,07-18-2013,1145406,1922885
761 S KENNETH AVE ,07-18-2013,1146812,1896090
815 N HARDING AVE ,07-18-2013,1149908,1905154
824 N HARDING AVE ,07-18-2013,1149906,1905214
834 N SPRINGFIELD AVE ,07-18-2013,1150238,1905288
1004 N SPRINGFIELD AVE ,07-18-2013,1150202,1906418
1013 N SPRINGFIELD AVE ,07-18-2013,1150200,1906478
1027 N SPRINGFIELD AVE ,07-18-2013,1150198,1906572
1041 N SPRINGFIELD AVE ,07-18-2013,1150195,1906666
1121 N SPRINGFIELD AVE ,07-18-2013,1150179,1907197
1127 N SPRINGFIELD AVE ,07-18-2013,1150178,1907237
1133 N SPRINGFIELD AVE ,07-18-2013,1150177,1907277
1137 N SPRINGFIELD AVE ,07-18-2013,1150176,1907304
1140 N SPRINGFIELD AVE ,07-18-2013,1150176,1907324
1142 N SPRINGFIELD AVE ,07-18-2013,1150175,1907338
3556 W CORTLAND ST ,07-18-2013,1152409,1912397
3546 W CORTLAND ST ,07-18-2013,1152486,1912399
3553 W CORTLAND ST ,07-18-2013,1152432,1912397
3545 W CORTLAND ST ,07-18-2013,1152494,1912399
3533 W CORTLAND ST ,07-18-2013,1152603,1912401
1901 N DRAKE AVE ,07-18-2013,1152516,1912410
1920 N DRAKE AVE ,07-18-2013,1152510,1912618
3550 W CORTLAND ST ,07-18-2013,1152455,1912398
1904 N DRAKE AVE ,07-18-2013,1152515,1912443
3501 W LE MOYNE ST ,07-18-2013,1152747,1909746
3502 W LE MOYNE ST ,07-18-2013,1152740,1909746
3503 W LE MOYNE ST ,07-18-2013,1152733,1909745
3508 W LE MOYNE ST ,07-18-2013,1152700,1909745
3511 W LE MOYNE ST ,07-18-2013,1152679,1909744
3522 W LE MOYNE ST ,07-18-2013,1152606,1909743
3525 W LE MOYNE ST ,07-18-2013,1152585,1909743
3533 W LE MOYNE ST ,07-18-2013,1152532,1909742
3542 W LE MOYNE ST ,07-18-2013,1152471,1909741
3543 W LE MOYNE ST ,07-18-2013,1152464,1909740
3259 W NORTH AVE ,07-18-2013,1154244,1910446
3309 W NORTH AVE ,07-18-2013,1153989,1910439
3500 W LE MOYNE ST ,07-18-2013,1152753,1909746
4201 S FAIRFIELD AVE ,07-18-2013,1158728,1876689
4015 S MAPLEWOOD AVE ,07-18-2013,1160025,1877950
4047 S MAPLEWOOD AVE ,07-18-2013,1160031,1877730
4104 S MAPLEWOOD AVE ,07-18-2013,1160042,1877346
4109 S MAPLEWOOD AVE ,07-18-2013,1160043,1877314
4133 S MAPLEWOOD AVE ,07-18-2013,1160048,1877158
4137 S MAPLEWOOD AVE ,07-18-2013,1160049,1877132
4202 S MAPLEWOOD AVE ,07-18-2013,1160060,1876716
4227 S MAPLEWOOD AVE ,07-18-2013,1160065,1876549
4235 S MAPLEWOOD AVE ,07-18-2013,1160067,1876496
2403 W POPE JOHN PAUL II DR ,07-18-2013,1161051,1876097
2406 W POPE JOHN PAUL II DR ,07-18-2013,1161017,1876096
2910 W POPE JOHN PAUL II DR ,07-18-2013,1157630,1876000
4000 S MAPLEWOOD AVE ,07-18-2013,1160022,1878053
5412 S INDIANA AVE ,07-18-2013,1178520,1869140
5254 S PRAIRIE AVE ,07-18-2013,1178933,1870233
5316 S PRAIRIE AVE ,07-18-2013,1178943,1869831
5350 S PRAIRIE AVE ,07-18-2013,1178940,1869938
5413 S INDIANA AVE ,07-18-2013,1178520,1869130
5350 S PRAIRIE AVE ,07-18-2013,1178940,1869938
5355 S STATE ST ,07-18-2013,1177185,1869485
2524 W 51ST ST ,07-18-2013,1160307,1870772
2558 W 51ST ST ,07-18-2013,1160103,1870766
4949 S ARTESIAN AVE ,07-18-2013,1160868,1871652
4911 S CAMPBELL AVE ,07-18-2013,1160533,1871909
4913 S CAMPBELL AVE ,07-18-2013,1160533,1871899
4915 S CAMPBELL AVE ,07-18-2013,1160533,1871888
4919 S CAMPBELL AVE ,07-18-2013,1160534,1871867
4923 S CAMPBELL AVE ,07-18-2013,1160535,1871846
4934 S CAMPBELL AVE ,07-18-2013,1160536,1871788
4945 S CAMPBELL AVE ,07-18-2013,1160538,1871729
4942 S CAMPBELL AVE ,07-18-2013,1160538,1871745
5007 S MAPLEWOOD AVE ,07-18-2013,1160215,1871387
2524 W 51ST ST ,07-18-2013,1160307,1870772
2724 W 51ST ST ,07-18-2013,1158978,1870731
5001 S MAPLEWOOD AVE ,07-18-2013,1160214,1871427
4945 S ROCKWELL ST ,07-18-2013,1159874,1871712
5011 S WASHTENAW AVE ,07-18-2013,1159221,1871330
6324 S KARLOV AVE ,07-18-2013,1150125,1862295
6343 S KARLOV AVE ,07-18-2013,1150128,1862181
6359 S KARLOV AVE ,07-18-2013,1150131,1862085
6431 S KARLOV AVE ,07-18-2013,1150143,1861637
6500 S KARLOV AVE ,07-18-2013,1150156,1861181
6505 S KARLOV AVE ,07-18-2013,1150157,1861147
6517 S KARLOV AVE ,07-18-2013,1150159,1861066
6623 S KARLOV AVE ,07-18-2013,1150180,1860361
6624 S KARLOV AVE ,07-18-2013,1150180,1860354
6300 S KARLOV AVE ,07-18-2013,1150119,1862509
6300 S KARLOV AVE ,07-18-2013,1150119,1862509
6301 S KARLOV AVE ,07-18-2013,1150120,1862498
6301 S KARLOV AVE ,07-18-2013,1150120,1862498
6551 S KARLOV AVE ,07-18-2013,1150166,1860837
5215 S WOLCOTT AVE ,07-18-2013,1164568,1870100
5207 S WOLCOTT AVE ,07-18-2013,1164566,1870153
5204 S WOLCOTT AVE ,07-18-2013,1164566,1870173
5200 S WOLCOTT AVE ,07-18-2013,1164565,1870200
5201 S WOLCOTT AVE ,07-18-2013,1164565,1870193
5159 S WOLCOTT AVE ,07-18-2013,1164558,1870467
5126 S HONORE ST ,07-18-2013,1164883,1870694
5139 S HONORE ST ,07-18-2013,1164886,1870607
5150 S HONORE ST ,07-18-2013,1164878,1870868
5201 S HONORE ST ,07-18-2013,1164897,1870199
5201 S HONORE ST ,07-18-2013,1164897,1870199
5225 S HONORE ST ,07-18-2013,1164901,1870039
5231 S HONORE ST ,07-18-2013,1164903,1869999
5140 S WOLCOTT AVE ,07-18-2013,1164554,1870594
5224 S HONORE ST ,07-18-2013,1164901,1870046
5232 S HONORE ST ,07-18-2013,1164903,1869992
5242 S HONORE ST ,07-18-2013,1164905,1869926
6001 S CHAMPLAIN AVE ,07-18-2013,1181596,1865363
6201 S RHODES AVE ,07-18-2013,1180967,1864015
6001 S CHAMPLAIN AVE ,07-18-2013,1181596,1865363
6001 S CHAMPLAIN AVE ,07-18-2013,1181596,1865363
6001 S CHAMPLAIN AVE ,07-18-2013,1181596,1865363
6001 S CHAMPLAIN AVE ,07-18-2013,1181596,1865363
8523 S EXCHANGE AVE ,07-18-2013,1197293,1849025
8554 S EXCHANGE AVE ,07-18-2013,1197298,1848818
8629 S EXCHANGE AVE ,07-18-2013,1197309,1848322
8632 S EXCHANGE AVE ,07-18-2013,1197309,1848302
8637 S EXCHANGE AVE ,07-18-2013,1197310,1848268
8642 S EXCHANGE AVE ,07-18-2013,1197311,1848235
8650 S EXCHANGE AVE ,07-18-2013,1197304,1848516
8622 S ESCANABA AVE ,07-18-2013,1196978,1848360
8541 S EXCHANGE AVE ,07-18-2013,1197296,1848905
8545 S EXCHANGE AVE ,07-18-2013,1197296,1848878
8600 S EXCHANGE AVE ,07-18-2013,1197304,1848516
8601 S EXCHANGE AVE ,07-18-2013,1197305,1848510
8601 S EXCHANGE AVE ,07-18-2013,1197305,1848510
2910 E 87TH ST ,07-18-2013,1197070,1847847
9434 S MAY ST ,07-18-2013,1170313,1842226
9436 S MAY ST ,07-18-2013,1170314,1842213
9409 S RACINE AVE ,07-18-2013,1169977,1842385
9356 S RACINE AVE ,07-18-2013,1169968,1842735
9345 S RACINE AVE ,07-18-2013,1169966,1842809
9343 S RACINE AVE ,07-18-2013,1169965,1842822
9341 S RACINE AVE ,07-18-2013,1169965,1842836
9329 S RACINE AVE ,07-18-2013,1169963,1842916
9259 S RACINE AVE ,07-18-2013,1169951,1843380
9213 S RACINE AVE ,07-18-2013,1169943,1843690
9211 S RACINE AVE ,07-18-2013,1169942,1843703
9207 S RACINE AVE ,07-18-2013,1169942,1843730
9203 S RACINE AVE ,07-18-2013,1169941,1843757
9157 S RACINE AVE ,07-18-2013,1169933,1844059
9157 S RACINE AVE ,07-18-2013,1169933,1844059
6242 N KENMORE AVE ,07-19-2013,1168103,1941735
6300 N KENMORE AVE ,07-19-2013,1168094,1942007
6241 N KENMORE AVE ,07-19-2013,1168103,1941730
6250 N KENMORE AVE ,07-19-2013,1168102,1941773
6255 N KENMORE AVE ,07-19-2013,1168101,1941797
6301 N KENMORE AVE ,07-19-2013,1168094,1942014
962 W BELMONT AVE ,07-19-2013,1169238,1921431
1134 W BELMONT AVE ,07-19-2013,1168045,1921398
3551 N RETA AVE ,07-19-2013,1169962,1923800
3511 N WILTON AVE ,07-19-2013,1169313,1923509
3209 N WILTON AVE ,07-19-2013,1169376,1921495
3207 N WILTON AVE ,07-19-2013,1169377,1921481
930 W BELMONT AVE ,07-19-2013,1169436,1921436
1000 W BELMONT AVE ,07-19-2013,1169047,1921426
1024 W BELMONT AVE ,07-19-2013,1168791,1921418
3438 N CLARK ST ,07-19-2013,1169000,1923077
3500 N RETA AVE ,07-19-2013,1169972,1923453
3556 N RETA AVE ,07-19-2013,1169961,1923834
2137 W WARNER AVE ,07-19-2013,1161467,1927540
2154 W WARNER AVE ,07-19-2013,1161325,1927537
2158 W WARNER AVE ,07-19-2013,1161292,1927536
2165 W WARNER AVE ,07-19-2013,1161233,1927534
4315 N WESTERN AVE ,07-19-2013,1159595,1928660
4317 N WESTERN AVE ,07-19-2013,1159594,1928683
2804 W BERWYN AVE ,07-19-2013,1156709,1935082
2806 W BERWYN AVE ,07-19-2013,1156696,1935082
2815 W BERWYN AVE ,07-19-2013,1156636,1935081
2826 W BERWYN AVE ,07-19-2013,1156562,1935079
4001 N WESTERN AVE ,07-19-2013,1159659,1926504
2827 W BERWYN AVE ,07-19-2013,1156555,1935079
5005 N NATCHEZ AVE ,07-19-2013,1132229,1932898
5016 N NATCHEZ AVE ,07-19-2013,1132230,1932971
5028 N NATCHEZ AVE ,07-19-2013,1132231,1933051
5030 N NATCHEZ AVE ,07-19-2013,1132231,1933064
5039 N NATCHEZ AVE ,07-19-2013,1132231,1933124
5048 N NATCHEZ AVE ,07-19-2013,1132232,1933184
5049 N NATCHEZ AVE ,07-19-2013,1132232,1933191
5052 N NATCHEZ AVE ,07-19-2013,1132232,1933211
5000 N NATCHEZ AVE ,07-19-2013,1132229,1932864
5057 N NATCHEZ AVE ,07-19-2013,1132232,1933244
5100 N NATCHEZ AVE ,07-19-2013,1132234,1933524
5020 W MONTROSE AVE ,07-19-2013,1142135,1928786
5030 W MONTROSE AVE ,07-19-2013,1142079,1928785
5034 W MONTROSE AVE ,07-19-2013,1142056,1928784
5128 W MONTROSE AVE ,07-19-2013,1141464,1928771
5152 W MONTROSE AVE ,07-19-2013,1141272,1928767
4953 W SUNNYSIDE AVE ,07-19-2013,1142448,1929461
5001 W SUNNYSIDE AVE ,07-19-2013,1142223,1929456
5005 W SUNNYSIDE AVE ,07-19-2013,1142195,1929455
2500 N NEWLAND AVE ,07-19-2013,1129668,1915854
2510 N NEWLAND AVE ,07-19-2013,1129666,1915921
2528 N NEWLAND AVE ,07-19-2013,1129662,1916041
2534 N NEWLAND AVE ,07-19-2013,1129661,1916081
2553 N NEWLAND AVE ,07-19-2013,1129657,1916208
2457 N NEWLAND AVE ,07-19-2013,1129676,1915573
2500 N NEWLAND AVE ,07-19-2013,1129668,1915854
2501 N NEWLAND AVE ,07-19-2013,1129667,1915860
2506 N NEWLAND AVE ,07-19-2013,1129666,1915894
1712 N MAPLEWOOD AVE ,07-19-2013,1159101,1911293
1719 N MAPLEWOOD AVE ,07-19-2013,1159100,1911339
2443 W MOFFAT ST ,07-19-2013,1159785,1912220
2504 W MOFFAT ST ,07-19-2013,1159382,1912212
2508 W MOFFAT ST ,07-19-2013,1159355,1912212
2511 W MOFFAT ST ,07-19-2013,1159335,1912211
2530 W MOFFAT ST ,07-19-2013,1159207,1912209
1968 N MILWAUKEE AVE ,07-19-2013,1159921,1913046
1970 N MILWAUKEE AVE ,07-19-2013,1159909,1913057
2403 W MOFFAT ST ,07-19-2013,1160053,1912225
2531 W MOFFAT ST ,07-19-2013,1159201,1912209
2555 W MOFFAT ST ,07-19-2013,1159040,1912206
2516 W NORTH AVE ,07-19-2013,1159267,1910554
2524 W NORTH AVE ,07-19-2013,1159175,1910552
3034 W LOGAN BLVD ,07-19-2013,1155579,1917132
3052 W LOGAN BLVD ,07-19-2013,1155492,1917131
3054 W LOGAN BLVD ,07-19-2013,1155482,1917131
3036 W LOGAN BLVD ,07-19-2013,1155569,1917132
3056 W LOGAN BLVD ,07-19-2013,1155473,1917130
2925 W LOGAN BLVD ,07-19-2013,1156310,1917146
2915 W LOGAN BLVD ,07-19-2013,1156425,1917148
2911 W LOGAN BLVD ,07-19-2013,1156471,1917149
3011 W LOGAN BLVD ,07-19-2013,1155806,1917137
3046 W LOGAN BLVD ,07-19-2013,1155521,1917131
3050 W LOGAN BLVD ,07-19-2013,1155502,1917131
3041 W LOGAN BLVD ,07-19-2013,1155545,1917132
3124 W LOGAN BLVD ,07-19-2013,1154960,1917247
3459 N KEATING AVE ,07-19-2013,1144215,1922661
3433 N KEATING AVE ,07-19-2013,1144221,1922451
3432 N KEATING AVE ,07-19-2013,1144221,1922443
3343 N KEATING AVE ,07-19-2013,1144239,1921809
3339 N KEATING AVE ,07-19-2013,1144239,1921783
3416 N KEATING AVE ,07-19-2013,1144225,1922315
3414 N KEATING AVE ,07-19-2013,1144225,1922299
3401 N KEATING AVE ,07-19-2013,1144228,1922194
3300 N KEATING AVE ,07-19-2013,1144246,1921520
3228 W WABANSIA AVE ,07-19-2013,1154470,1911116
3520 W WABANSIA AVE ,07-19-2013,1152998,1911080
1718 N DRAKE AVE ,07-19-2013,1152551,1911261
1735 N DRAKE AVE ,07-19-2013,1152545,1911444
1734 N DRAKE AVE ,07-19-2013,1152546,1911433
1739 N DRAKE AVE ,07-19-2013,1152544,1911487
1741 N DRAKE AVE ,07-19-2013,1152544,1911508
1714 N SAWYER AVE ,07-19-2013,1154319,1911262
1720 N SAWYER AVE ,07-19-2013,1154317,1911326
1722 N SAWYER AVE ,07-19-2013,1154316,1911348
1726 N SAWYER AVE ,07-19-2013,1154315,1911390
1729 N SAWYER AVE ,07-19-2013,1154314,1911422
1735 N SAWYER AVE ,07-19-2013,1154312,1911487
1751 N SAWYER AVE ,07-19-2013,1154307,1911658
3420 W WABANSIA AVE ,07-19-2013,1153351,1911088
3424 W WABANSIA AVE ,07-19-2013,1153333,1911088
2410 W POPE JOHN PAUL II DR ,07-19-2013,1160972,1876094
2451 W POPE JOHN PAUL II DR ,07-19-2013,1160644,1876085
2453 W POPE JOHN PAUL II DR ,07-19-2013,1160634,1876085
2500 W POPE JOHN PAUL II DR ,07-19-2013,1160408,1876078
2509 W POPE JOHN PAUL II DR ,07-19-2013,1160312,1876076
2515 W POPE JOHN PAUL II DR ,07-19-2013,1160248,1876074
2522 W POPE JOHN PAUL II DR ,07-19-2013,1160174,1876072
2524 W POPE JOHN PAUL II DR ,07-19-2013,1160153,1876071
2537 W POPE JOHN PAUL II DR ,07-19-2013,1160054,1876068
2545 W POPE JOHN PAUL II DR ,07-19-2013,1160015,1876067
2616 W POPE JOHN PAUL II DR ,07-19-2013,1159749,1876060
2618 W POPE JOHN PAUL II DR ,07-19-2013,1159555,1876055
2622 W POPE JOHN PAUL II DR ,07-19-2013,1159512,1876053
2624 W POPE JOHN PAUL II DR ,07-19-2013,1159491,1876053
2417 W POPE JOHN PAUL II DR ,07-19-2013,1160894,1876092
5349 S STATE ST ,07-19-2013,1177184,1869522
5347 S STATE ST ,07-19-2013,1177184,1869534
5315 S STATE ST ,07-19-2013,1177179,1869727
5311 S STATE ST ,07-19-2013,1177178,1869751
5245 S STATE ST ,07-19-2013,1177167,1870145
5351 S STATE ST ,07-19-2013,1177185,1869510
5211 S STATE ST ,07-19-2013,1177160,1870386
5240 S WABASH AVE ,07-19-2013,1177606,1870218
5317 S PRINCETON AVE ,07-19-2013,1175188,1869701
5301 S PRINCETON AVE ,07-19-2013,1175185,1869815
5309 S PRINCETON AVE ,07-19-2013,1175187,1869758
6306 N KENMORE AVE ,07-22-2013,1168093,1942047
6324 N KENMORE AVE ,07-22-2013,1168090,1942168
1061 W ROSEMONT AVE ,07-22-2013,1167943,1942004
6301 N KENMORE AVE ,07-22-2013,1168094,1942014
6313 N KENMORE AVE ,07-22-2013,1168092,1942094
1159 W SHERIDAN RD ,07-22-2013,1167245,1942651
3305 N RACINE AVE ,07-22-2013,1167703,1922086
3241 N RACINE AVE ,07-22-2013,1167713,1921765
708 W BUENA AVE ,07-22-2013,1170762,1928218
710 W BUENA AVE ,07-22-2013,1170748,1928218
707 W HUTCHINSON ST ,07-22-2013,1170760,1928520
3311 N RACINE AVE ,07-22-2013,1167702,1922127
645 W HUTCHINSON ST ,07-22-2013,1170993,1928529
650 W HUTCHINSON ST ,07-22-2013,1170976,1928528
757 W HUTCHINSON ST ,07-22-2013,1170429,1928509
2837 W BERWYN AVE ,07-22-2013,1156488,1935078
2843 W BERWYN AVE ,07-22-2013,1156448,1935077
2844 W BERWYN AVE ,07-22-2013,1156441,1935077
2855 W BERWYN AVE ,07-22-2013,1156368,1935076
2859 W BERWYN AVE ,07-22-2013,1156341,1935076
2900 W BERWYN AVE ,07-22-2013,1156073,1935071
2900 W BERWYN AVE ,07-22-2013,1156073,1935071
